community,meas,month,Q_MGD,year
Winthrop,Estimated Sanitary Flow,Jul,1.1,2019
Winthrop,Estimated Sanitary Flow,Aug,1.1,2019
Winthrop,Estimated Sanitary Flow,Sep,1.1,2019
Winthrop,Estimated Sanitary Flow,Oct,1.1,2019
Winthrop,Estimated Sanitary Flow,Nov,1.1,2019
Winthrop,Estimated Sanitary Flow,Dec,1.1,2019
Winthrop,Estimated Sanitary Flow,ANNUAL,1.100000023841858,2019
Winthrop,Estimated Inflow,Jan,0.4500000000000002,2019
Winthrop,Estimated Inflow,Feb,0.19999999999999973,2019
Winthrop,Estimated Inflow,Mar,0.2799999999999998,2019
Winthrop,Estimated Inflow,Apr,0.28000000000000025,2019
Winthrop,Estimated Inflow,May,0.2999999999999998,2019
Winthrop,Estimated Inflow,Jun,0.2899999999999998,2019
Winthrop,Estimated Inflow,Jul,0.3299999999999996,2019
Winthrop,Estimated Inflow,Aug,0.2200000000000002,2019
Winthrop,Estimated Inflow,Sep,0.10999999999999988,2019
Winthrop,Estimated Inflow,Oct,0.27000000000000024,2019
Winthrop,Estimated Inflow,Nov,0.3400000000000003,2019
Winthrop,Estimated Inflow,Dec,0.3700000000000001,2019
Winthrop,Estimated Inflow,ANNUAL,0.28999999165534973,2019
Boston,Raw Average Daily Flow,Jan,113.1,2019
Boston,Raw Average Daily Flow,Feb,106.22,2019
Boston,Raw Average Daily Flow,Mar,110.76,2019
Boston,Raw Average Daily Flow,Apr,131.06,2019
Boston,Raw Average Daily Flow,May,110.74,2019
Boston,Raw Average Daily Flow,Jun,95.97,2019
Boston,Raw Average Daily Flow,Jul,105.93,2019
Boston,Raw Average Daily Flow,Aug,85.17,2019
Boston,Raw Average Daily Flow,Sep,77.27,2019
Boston,Raw Average Daily Flow,Oct,89.8,2019
Boston,Raw Average Daily Flow,Nov,88.05,2019
Boston,Raw Average Daily Flow,Dec,120.06,2019
Boston,Raw Average Daily Flow,ANNUAL,102.87000274658203,2019
Boston,Raw Dry Day Average Daily Flow,Jan,94.69,2019
Boston,Raw Dry Day Average Daily Flow,Feb,96.22,2019
Boston,Raw Dry Day Average Daily Flow,Mar,99.55,2019
Boston,Raw Dry Day Average Daily Flow,Apr,108.09,2019
Boston,Raw Dry Day Average Daily Flow,May,95.52,2019
Boston,Raw Dry Day Average Daily Flow,Jun,86.16,2019
Boston,Raw Dry Day Average Daily Flow,Jul,87.23,2019
Boston,Raw Dry Day Average Daily Flow,Aug,73.84,2019
Boston,Raw Dry Day Average Daily Flow,Sep,70.67,2019
Boston,Raw Dry Day Average Daily Flow,Oct,79.17,2019
Boston,Raw Dry Day Average Daily Flow,Nov,72.68,2019
Boston,Raw Dry Day Average Daily Flow,Dec,98.55,2019
Boston,Raw Dry Day Average Daily Flow,ANNUAL,88.51000213623047,2019
Boston,Raw Estimated Infiltration,Jan,36.19,2019
Boston,Raw Estimated Infiltration,Feb,37.72,2019
Boston,Raw Estimated Infiltration,Mar,41.05,2019
Boston,Raw Estimated Infiltration,Apr,49.59,2019
Boston,Raw Estimated Infiltration,May,37.02,2019
Boston,Raw Estimated Infiltration,Jun,27.66,2019
Boston,Raw Estimated Infiltration,Jul,28.73,2019
Boston,Raw Estimated Infiltration,Aug,15.34,2019
Boston,Raw Estimated Infiltration,Sep,12.17,2019
Boston,Raw Estimated Infiltration,Oct,20.67,2019
Boston,Raw Estimated Infiltration,Nov,14.18,2019
Boston,Raw Estimated Infiltration,Dec,40.05,2019
Boston,Raw Estimated Infiltration,ANNUAL,30.010000228881836,2019
Boston,MWRA Estimated Infiltration,Jan,7.51,2019
Boston,MWRA Estimated Infiltration,Feb,8.89,2019
Boston,MWRA Estimated Infiltration,Mar,9.28,2019
Boston,MWRA Estimated Infiltration,Apr,11.3,2019
Boston,MWRA Estimated Infiltration,May,8.43,2019
Boston,MWRA Estimated Infiltration,Jun,4.71,2019
Boston,MWRA Estimated Infiltration,Jul,5.59,2019
Boston,MWRA Estimated Infiltration,Aug,3.38,2019
Boston,MWRA Estimated Infiltration,Sep,2.33,2019
Boston,MWRA Estimated Infiltration,Oct,3.7,2019
Boston,MWRA Estimated Infiltration,Nov,3.11,2019
Boston,MWRA Estimated Infiltration,Dec,9.12,2019
Boston,MWRA Estimated Infiltration,ANNUAL,6.440000057220459,2019
Boston,Final Average Daily Flow,Jan,105.59,2019
Boston,Final Average Daily Flow,Feb,97.33,2019
Boston,Final Average Daily Flow,Mar,101.48,2019
Boston,Final Average Daily Flow,Apr,119.76,2019
Boston,Final Average Daily Flow,May,102.31,2019
Boston,Final Average Daily Flow,Jun,91.26,2019
Boston,Final Average Daily Flow,Jul,100.34,2019
Boston,Final Average Daily Flow,Aug,81.79,2019
Boston,Final Average Daily Flow,Sep,74.94,2019
Boston,Final Average Daily Flow,Oct,86.1,2019
Boston,Final Average Daily Flow,Nov,84.94,2019
Boston,Final Average Daily Flow,Dec,110.94,2019
Boston,Final Average Daily Flow,ANNUAL,96.43000030517578,2019
Boston,Final Dry Day Average Daily Flow,Jan,87.18,2019
Boston,Final Dry Day Average Daily Flow,Feb,87.33,2019
Boston,Final Dry Day Average Daily Flow,Mar,90.27,2019
Boston,Final Dry Day Average Daily Flow,Apr,96.79,2019
Boston,Final Dry Day Average Daily Flow,May,87.09,2019
Boston,Final Dry Day Average Daily Flow,Jun,81.45,2019
Boston,Final Dry Day Average Daily Flow,Jul,81.64,2019
Boston,Final Dry Day Average Daily Flow,Aug,70.46,2019
Boston,Final Dry Day Average Daily Flow,Sep,68.34,2019
Boston,Final Dry Day Average Daily Flow,Oct,75.47,2019
Boston,Final Dry Day Average Daily Flow,Nov,69.57,2019
Boston,Final Dry Day Average Daily Flow,Dec,89.43,2019
Boston,Final Dry Day Average Daily Flow,ANNUAL,82.08000183105469,2019
Boston,Estimated Infiltration,Jan,28.68,2019
Boston,Estimated Infiltration,Feb,28.83,2019
Boston,Estimated Infiltration,Mar,31.77,2019
Boston,Estimated Infiltration,Apr,38.29,2019
Boston,Estimated Infiltration,May,28.59,2019
Boston,Estimated Infiltration,Jun,22.95,2019
Boston,Estimated Infiltration,Jul,23.14,2019
Boston,Estimated Infiltration,Aug,11.96,2019
Boston,Estimated Infiltration,Sep,9.84,2019
Boston,Estimated Infiltration,Oct,16.97,2019
Boston,Estimated Infiltration,Nov,11.07,2019
Boston,Estimated Infiltration,Dec,30.93,2019
Boston,Estimated Infiltration,ANNUAL,23.579999923706055,2019
Boston,Estimated Sanitary Flow,Jan,58.5,2019
Boston,Estimated Sanitary Flow,Feb,58.5,2019
Boston,Estimated Sanitary Flow,Mar,58.5,2019
Boston,Estimated Sanitary Flow,Apr,58.5,2019
Boston,Estimated Sanitary Flow,May,58.5,2019
Boston,Estimated Sanitary Flow,Jun,58.5,2019
Boston,Estimated Sanitary Flow,Jul,58.5,2019
Boston,Estimated Sanitary Flow,Aug,58.5,2019
Boston,Estimated Sanitary Flow,Sep,58.5,2019
Boston,Estimated Sanitary Flow,Oct,58.5,2019
Boston,Estimated Sanitary Flow,Nov,58.5,2019
Boston,Estimated Sanitary Flow,Dec,58.5,2019
Boston,Estimated Sanitary Flow,ANNUAL,58.5,2019
Boston,Estimated Inflow,Jan,18.41,2019
Boston,Estimated Inflow,Feb,10,2019
Boston,Estimated Inflow,Mar,11.21,2019
Boston,Estimated Inflow,Apr,22.97,2019
Boston,Estimated Inflow,May,15.22,2019
Boston,Estimated Inflow,Jun,9.81,2019
Boston,Estimated Inflow,Jul,18.7,2019
Boston,Estimated Inflow,Aug,11.33,2019
Boston,Estimated Inflow,Sep,6.6,2019
Boston,Estimated Inflow,Oct,10.63,2019
Boston,Estimated Inflow,Nov,15.37,2019
Boston,Estimated Inflow,Dec,21.51,2019
Boston,Estimated Inflow,ANNUAL,14.359999656677246,2019
Brookline,Raw Average Daily Flow,Jan,10.73,2019
Brookline,Raw Average Daily Flow,Feb,10.48,2019
Brookline,Raw Average Daily Flow,Mar,11.07,2019
Brookline,Raw Average Daily Flow,Apr,12.63,2019
Brookline,Raw Average Daily Flow,May,9.38,2019
Brookline,Raw Average Daily Flow,Jun,7.13,2019
Brookline,Raw Average Daily Flow,Jul,7.17,2019
Brookline,Raw Average Daily Flow,Aug,6.55,2019
Brookline,Raw Average Daily Flow,Sep,5.33,2019
Brookline,Raw Average Daily Flow,Oct,6.12,2019
Brookline,Raw Average Daily Flow,Nov,6.64,2019
Brookline,Raw Average Daily Flow,Dec,11.12,2019
Brookline,Raw Average Daily Flow,ANNUAL,8.6899995803833,2019
Brookline,Raw Dry Day Average Daily Flow,Jan,8.58,2019
Brookline,Raw Dry Day Average Daily Flow,Feb,9.81,2019
Brookline,Raw Dry Day Average Daily Flow,Mar,10.08,2019
Brookline,Raw Dry Day Average Daily Flow,Apr,10.94,2019
Brookline,Raw Dry Day Average Daily Flow,May,8.65,2019
Brookline,Raw Dry Day Average Daily Flow,Jun,6.7,2019
Brookline,Raw Dry Day Average Daily Flow,Jul,6.55,2019
Brookline,Raw Dry Day Average Daily Flow,Aug,5.53,2019
Brookline,Raw Dry Day Average Daily Flow,Sep,5.05,2019
Brookline,Raw Dry Day Average Daily Flow,Oct,5.64,2019
Brookline,Raw Dry Day Average Daily Flow,Nov,5.79,2019
Brookline,Raw Dry Day Average Daily Flow,Dec,8.46,2019
Brookline,Raw Dry Day Average Daily Flow,ANNUAL,7.639999866485596,2019
Brookline,Raw Estimated Infiltration,Jan,4.38,2019
Brookline,Raw Estimated Infiltration,Feb,5.61,2019
Brookline,Raw Estimated Infiltration,Mar,5.88,2019
Brookline,Raw Estimated Infiltration,Apr,6.74,2019
Brookline,Raw Estimated Infiltration,May,4.45,2019
Brookline,Raw Estimated Infiltration,Jun,2.5,2019
Brookline,Raw Estimated Infiltration,Jul,2.35,2019
Brookline,Raw Estimated Infiltration,Aug,1.33,2019
Brookline,Raw Estimated Infiltration,Sep,0.85,2019
Brookline,Raw Estimated Infiltration,Oct,1.44,2019
Brookline,Raw Estimated Infiltration,Nov,1.59,2019
Brookline,Raw Estimated Infiltration,Dec,4.26,2019
Brookline,Raw Estimated Infiltration,ANNUAL,3.440000057220459,2019
Brookline,MWRA Estimated Infiltration,Jan,0.02,2019
Brookline,MWRA Estimated Infiltration,Feb,0.03,2019
Brookline,MWRA Estimated Infiltration,Mar,0.03,2019
Brookline,MWRA Estimated Infiltration,Apr,0.04,2019
Brookline,MWRA Estimated Infiltration,May,0.02,2019
Brookline,MWRA Estimated Infiltration,Jun,0.01,2019
Brookline,MWRA Estimated Infiltration,Jul,0.01,2019
Brookline,MWRA Estimated Infiltration,Aug,0.01,2019
Brookline,MWRA Estimated Infiltration,Sep,0,2019
Brookline,MWRA Estimated Infiltration,Oct,0.01,2019
Brookline,MWRA Estimated Infiltration,Nov,0.01,2019
Brookline,MWRA Estimated Infiltration,Dec,0.03,2019
Brookline,MWRA Estimated Infiltration,ANNUAL,0.019999999552965164,2019
Brookline,Final Average Daily Flow,Jan,10.71,2019
Brookline,Final Average Daily Flow,Feb,10.45,2019
Brookline,Final Average Daily Flow,Mar,11.04,2019
Brookline,Final Average Daily Flow,Apr,12.59,2019
Brookline,Final Average Daily Flow,May,9.36,2019
Brookline,Final Average Daily Flow,Jun,7.12,2019
Brookline,Final Average Daily Flow,Jul,7.16,2019
Brookline,Final Average Daily Flow,Aug,6.54,2019
Brookline,Final Average Daily Flow,Sep,5.33,2019
Brookline,Final Average Daily Flow,Oct,6.11,2019
Brookline,Final Average Daily Flow,Nov,6.63,2019
Brookline,Final Average Daily Flow,Dec,11.09,2019
Brookline,Final Average Daily Flow,ANNUAL,8.670000076293945,2019
Brookline,Final Dry Day Average Daily Flow,Jan,8.56,2019
Brookline,Final Dry Day Average Daily Flow,Feb,9.78,2019
Brookline,Final Dry Day Average Daily Flow,Mar,10.05,2019
Brookline,Final Dry Day Average Daily Flow,Apr,10.9,2019
Brookline,Final Dry Day Average Daily Flow,May,8.63,2019
Brookline,Final Dry Day Average Daily Flow,Jun,6.69,2019
Brookline,Final Dry Day Average Daily Flow,Jul,6.54,2019
Brookline,Final Dry Day Average Daily Flow,Aug,5.52,2019
Brookline,Final Dry Day Average Daily Flow,Sep,5.05,2019
Brookline,Final Dry Day Average Daily Flow,Oct,5.63,2019
Brookline,Final Dry Day Average Daily Flow,Nov,5.78,2019
Brookline,Final Dry Day Average Daily Flow,Dec,8.43,2019
Brookline,Final Dry Day Average Daily Flow,ANNUAL,7.619999885559082,2019
Brookline,Estimated Infiltration,Jan,4.36,2019
Brookline,Estimated Infiltration,Feb,5.58,2019
Brookline,Estimated Infiltration,Mar,5.85,2019
Brookline,Estimated Infiltration,Apr,6.7,2019
Brookline,Estimated Infiltration,May,4.43,2019
Brookline,Estimated Infiltration,Jun,2.49,2019
Brookline,Estimated Infiltration,Jul,2.34,2019
Brookline,Estimated Infiltration,Aug,1.32,2019
Brookline,Estimated Infiltration,Sep,0.85,2019
Brookline,Estimated Infiltration,Oct,1.43,2019
Brookline,Estimated Infiltration,Nov,1.58,2019
Brookline,Estimated Infiltration,Dec,4.23,2019
Brookline,Estimated Infiltration,ANNUAL,3.4200000762939453,2019
Brookline,Estimated Sanitary Flow,Jan,4.2,2019
Brookline,Estimated Sanitary Flow,Feb,4.2,2019
Brookline,Estimated Sanitary Flow,Mar,4.2,2019
Brookline,Estimated Sanitary Flow,Apr,4.2,2019
Brookline,Estimated Sanitary Flow,May,4.2,2019
Brookline,Estimated Sanitary Flow,Jun,4.2,2019
Brookline,Estimated Sanitary Flow,Jul,4.2,2019
Brookline,Estimated Sanitary Flow,Aug,4.2,2019
Brookline,Estimated Sanitary Flow,Sep,4.2,2019
Brookline,Estimated Sanitary Flow,Oct,4.2,2019
Brookline,Estimated Sanitary Flow,Nov,4.2,2019
Brookline,Estimated Sanitary Flow,Dec,4.2,2019
Brookline,Estimated Sanitary Flow,ANNUAL,4.199999809265137,2019
Brookline,Estimated Inflow,Jan,2.15,2019
Brookline,Estimated Inflow,Feb,0.67,2019
Brookline,Estimated Inflow,Mar,0.99,2019
Brookline,Estimated Inflow,Apr,1.69,2019
Brookline,Estimated Inflow,May,0.73,2019
Brookline,Estimated Inflow,Jun,0.43,2019
Brookline,Estimated Inflow,Jul,0.62,2019
Brookline,Estimated Inflow,Aug,1.02,2019
Brookline,Estimated Inflow,Sep,0.28,2019
Brookline,Estimated Inflow,Oct,0.48,2019
Brookline,Estimated Inflow,Nov,0.85,2019
Brookline,Estimated Inflow,Dec,2.66,2019
Brookline,Estimated Inflow,ANNUAL,1.0499999523162842,2019
Milton,Average Daily Flow,Jan,4.5,2019
Milton,Average Daily Flow,Feb,4.25,2019
Milton,Average Daily Flow,Mar,4.66,2019
Milton,Average Daily Flow,Apr,5.1,2019
Milton,Average Daily Flow,May,4.27,2019
Milton,Average Daily Flow,Jun,2.71,2019
Milton,Average Daily Flow,Jul,2.58,2019
Milton,Average Daily Flow,Aug,2.02,2019
Milton,Average Daily Flow,Sep,1.68,2019
Milton,Average Daily Flow,Oct,1.92,2019
Milton,Average Daily Flow,Nov,2.58,2019
Milton,Average Daily Flow,Dec,5.03,2019
Milton,Average Daily Flow,ANNUAL,3.440000057220459,2019
Milton,Dry Day Average Daily Flow,Jan,3.5,2019
Milton,Dry Day Average Daily Flow,Feb,3.97,2019
Milton,Dry Day Average Daily Flow,Mar,4.16,2019
Milton,Dry Day Average Daily Flow,Apr,4.61,2019
Milton,Dry Day Average Daily Flow,May,3.81,2019
Milton,Dry Day Average Daily Flow,Jun,2.62,2019
Milton,Dry Day Average Daily Flow,Jul,2.1,2019
Milton,Dry Day Average Daily Flow,Aug,1.88,2019
Milton,Dry Day Average Daily Flow,Sep,1.64,2019
Milton,Dry Day Average Daily Flow,Oct,1.8,2019
Milton,Dry Day Average Daily Flow,Nov,2.14,2019
Milton,Dry Day Average Daily Flow,Dec,4.22,2019
Milton,Dry Day Average Daily Flow,ANNUAL,3.0299999713897705,2019
Milton,Estimated Infiltration,Jan,2.1,2019
Milton,Estimated Infiltration,Feb,2.57,2019
Milton,Estimated Infiltration,Mar,2.76,2019
Milton,Estimated Infiltration,Apr,3.21,2019
Milton,Estimated Infiltration,May,2.41,2019
Milton,Estimated Infiltration,Jun,1.22,2019
Milton,Estimated Infiltration,Jul,0.7,2019
Milton,Estimated Infiltration,Aug,0.48,2019
Milton,Estimated Infiltration,Sep,0.24,2019
Milton,Estimated Infiltration,Oct,0.4,2019
Milton,Estimated Infiltration,Nov,0.74,2019
Milton,Estimated Infiltration,Dec,2.82,2019
Milton,Estimated Infiltration,ANNUAL,1.6299999952316284,2019
Milton,Estimated Sanitary Flow,Jan,1.4,2019
Milton,Estimated Sanitary Flow,Feb,1.4,2019
Milton,Estimated Sanitary Flow,Mar,1.4,2019
Milton,Estimated Sanitary Flow,Apr,1.4,2019
Milton,Estimated Sanitary Flow,May,1.4,2019
Milton,Estimated Sanitary Flow,Jun,1.4,2019
Milton,Estimated Sanitary Flow,Jul,1.4,2019
Milton,Estimated Sanitary Flow,Aug,1.4,2019
Milton,Estimated Sanitary Flow,Sep,1.4,2019
Milton,Estimated Sanitary Flow,Oct,1.4,2019
Milton,Estimated Sanitary Flow,Nov,1.4,2019
Milton,Estimated Sanitary Flow,Dec,1.4,2019
Milton,Estimated Sanitary Flow,ANNUAL,1.399999976158142,2019
Milton,Estimated Inflow,Jan,1,2019
Milton,Estimated Inflow,Feb,0.28,2019
Milton,Estimated Inflow,Mar,0.5,2019
Milton,Estimated Inflow,Apr,0.49,2019
Milton,Estimated Inflow,May,0.46,2019
Milton,Estimated Inflow,Jun,0.09,2019
Milton,Estimated Inflow,Jul,0.48,2019
Milton,Estimated Inflow,Aug,0.14,2019
Milton,Estimated Inflow,Sep,0.04,2019
Milton,Estimated Inflow,Oct,0.12,2019
Milton,Estimated Inflow,Nov,0.44,2019
Milton,Estimated Inflow,Dec,0.81,2019
Milton,Estimated Inflow,ANNUAL,0.4099999964237213,2019
Newton,Raw Average Daily Flow,Jan,18.09,2019
Newton,Raw Average Daily Flow,Feb,18.08,2019
Newton,Raw Average Daily Flow,Mar,18.57,2019
Newton,Raw Average Daily Flow,Apr,21.17,2019
Newton,Raw Average Daily Flow,May,18.54,2019
Newton,Raw Average Daily Flow,Jun,12.81,2019
Newton,Raw Average Daily Flow,Jul,11.83,2019
Newton,Raw Average Daily Flow,Aug,11.42,2019
Newton,Raw Average Daily Flow,Sep,9.75,2019
Newton,Raw Average Daily Flow,Oct,10.5,2019
Newton,Raw Average Daily Flow,Nov,11.9,2019
Newton,Raw Average Daily Flow,Dec,18.67,2019
Newton,Raw Average Daily Flow,ANNUAL,15.100000381469727,2019
Newton,Raw Dry Day Average Daily Flow,Jan,14.89,2019
Newton,Raw Dry Day Average Daily Flow,Feb,17.08,2019
Newton,Raw Dry Day Average Daily Flow,Mar,17.26,2019
Newton,Raw Dry Day Average Daily Flow,Apr,19.62,2019
Newton,Raw Dry Day Average Daily Flow,May,17.8,2019
Newton,Raw Dry Day Average Daily Flow,Jun,12.48,2019
Newton,Raw Dry Day Average Daily Flow,Jul,11.43,2019
Newton,Raw Dry Day Average Daily Flow,Aug,10.36,2019
Newton,Raw Dry Day Average Daily Flow,Sep,9.11,2019
Newton,Raw Dry Day Average Daily Flow,Oct,10.08,2019
Newton,Raw Dry Day Average Daily Flow,Nov,10.94,2019
Newton,Raw Dry Day Average Daily Flow,Dec,15.55,2019
Newton,Raw Dry Day Average Daily Flow,ANNUAL,13.869999885559082,2019
Newton,Raw Estimated Infiltration,Jan,7.09,2019
Newton,Raw Estimated Infiltration,Feb,9.28,2019
Newton,Raw Estimated Infiltration,Mar,9.46,2019
Newton,Raw Estimated Infiltration,Apr,11.82,2019
Newton,Raw Estimated Infiltration,May,10,2019
Newton,Raw Estimated Infiltration,Jun,4.68,2019
Newton,Raw Estimated Infiltration,Jul,3.63,2019
Newton,Raw Estimated Infiltration,Aug,2.56,2019
Newton,Raw Estimated Infiltration,Sep,1.31,2019
Newton,Raw Estimated Infiltration,Oct,2.28,2019
Newton,Raw Estimated Infiltration,Nov,3.14,2019
Newton,Raw Estimated Infiltration,Dec,7.75,2019
Newton,Raw Estimated Infiltration,ANNUAL,6.070000171661377,2019
Newton,MWRA Estimated Infiltration,Jan,0.01,2019
Newton,MWRA Estimated Infiltration,Feb,0.02,2019
Newton,MWRA Estimated Infiltration,Mar,0.02,2019
Newton,MWRA Estimated Infiltration,Apr,0.02,2019
Newton,MWRA Estimated Infiltration,May,0.02,2019
Newton,MWRA Estimated Infiltration,Jun,0.01,2019
Newton,MWRA Estimated Infiltration,Jul,0.01,2019
Newton,MWRA Estimated Infiltration,Aug,0.01,2019
Newton,MWRA Estimated Infiltration,Sep,0,2019
Newton,MWRA Estimated Infiltration,Oct,0.01,2019
Newton,MWRA Estimated Infiltration,Nov,0.01,2019
Newton,MWRA Estimated Infiltration,Dec,0.02,2019
Newton,MWRA Estimated Infiltration,ANNUAL,0.009999999776482582,2019
Newton,Final Average Daily Flow,Jan,18.08,2019
Newton,Final Average Daily Flow,Feb,18.06,2019
Newton,Final Average Daily Flow,Mar,18.55,2019
Newton,Final Average Daily Flow,Apr,21.15,2019
Newton,Final Average Daily Flow,May,18.52,2019
Newton,Final Average Daily Flow,Jun,12.8,2019
Newton,Final Average Daily Flow,Jul,11.82,2019
Newton,Final Average Daily Flow,Aug,11.41,2019
Newton,Final Average Daily Flow,Sep,9.75,2019
Newton,Final Average Daily Flow,Oct,10.49,2019
Newton,Final Average Daily Flow,Nov,11.89,2019
Newton,Final Average Daily Flow,Dec,18.65,2019
Newton,Final Average Daily Flow,ANNUAL,15.09000015258789,2019
Newton,Final Dry Day Average Daily Flow,Jan,14.88,2019
Newton,Final Dry Day Average Daily Flow,Feb,17.06,2019
Newton,Final Dry Day Average Daily Flow,Mar,17.24,2019
Newton,Final Dry Day Average Daily Flow,Apr,19.6,2019
Newton,Final Dry Day Average Daily Flow,May,17.78,2019
Newton,Final Dry Day Average Daily Flow,Jun,12.47,2019
Newton,Final Dry Day Average Daily Flow,Jul,11.42,2019
Newton,Final Dry Day Average Daily Flow,Aug,10.35,2019
Newton,Final Dry Day Average Daily Flow,Sep,9.11,2019
Newton,Final Dry Day Average Daily Flow,Oct,10.07,2019
Newton,Final Dry Day Average Daily Flow,Nov,10.93,2019
Newton,Final Dry Day Average Daily Flow,Dec,15.53,2019
Newton,Final Dry Day Average Daily Flow,ANNUAL,13.850000381469727,2019
Newton,Estimated Infiltration,Jan,7.08,2019
Newton,Estimated Infiltration,Feb,9.26,2019
Newton,Estimated Infiltration,Mar,9.44,2019
Newton,Estimated Infiltration,Apr,11.8,2019
Newton,Estimated Infiltration,May,9.98,2019
Newton,Estimated Infiltration,Jun,4.67,2019
Newton,Estimated Infiltration,Jul,3.62,2019
Newton,Estimated Infiltration,Aug,2.55,2019
Newton,Estimated Infiltration,Sep,1.31,2019
Newton,Estimated Infiltration,Oct,2.27,2019
Newton,Estimated Infiltration,Nov,3.13,2019
Newton,Estimated Infiltration,Dec,7.73,2019
Newton,Estimated Infiltration,ANNUAL,6.050000190734863,2019
Newton,Estimated Sanitary Flow,Jan,7.8,2019
Newton,Estimated Sanitary Flow,Feb,7.8,2019
Newton,Estimated Sanitary Flow,Mar,7.8,2019
Newton,Estimated Sanitary Flow,Apr,7.8,2019
Newton,Estimated Sanitary Flow,May,7.8,2019
Newton,Estimated Sanitary Flow,Jun,7.8,2019
Newton,Estimated Sanitary Flow,Jul,7.8,2019
Newton,Estimated Sanitary Flow,Aug,7.8,2019
Newton,Estimated Sanitary Flow,Sep,7.8,2019
Newton,Estimated Sanitary Flow,Oct,7.8,2019
Newton,Estimated Sanitary Flow,Nov,7.8,2019
Newton,Estimated Sanitary Flow,Dec,7.8,2019
Newton,Estimated Sanitary Flow,ANNUAL,7.800000190734863,2019
Newton,Estimated Inflow,Jan,3.2,2019
Newton,Estimated Inflow,Feb,1,2019
Newton,Estimated Inflow,Mar,1.31,2019
Newton,Estimated Inflow,Apr,1.55,2019
Newton,Estimated Inflow,May,0.74,2019
Newton,Estimated Inflow,Jun,0.33,2019
Newton,Estimated Inflow,Jul,0.4,2019
Newton,Estimated Inflow,Aug,1.06,2019
Newton,Estimated Inflow,Sep,0.64,2019
Newton,Estimated Inflow,Oct,0.42,2019
Newton,Estimated Inflow,Nov,0.96,2019
Newton,Estimated Inflow,Dec,3.12,2019
Newton,Estimated Inflow,ANNUAL,1.2300000190734863,2019
Arlington,Daily Water Demand,Apr,3.739895966666667,2015
Arlington,Daily Water Demand,Apr,3.5624521333333337,2016
Arlington,Daily Water Demand,Apr,3.4689211,2017
Arlington,Daily Water Demand,Apr,3.329756533333333,2018
Arlington,Daily Water Demand,Apr,3.2461963666666667,2019
Arlington,Daily Water Demand,Apr,3.1641884,2020
Arlington,Daily Water Demand,Aug,4.4763917096774195,2015
Arlington,Daily Water Demand,Aug,4.889467132258065,2016
Arlington,Daily Water Demand,Aug,4.210677161290323,2017
Arlington,Daily Water Demand,Aug,4.187320064193549,2018
Arlington,Daily Water Demand,Aug,4.127047516451613,2019
Arlington,Daily Water Demand,Dec,3.439387777419355,2015
Arlington,Daily Water Demand,Dec,3.295632806451613,2016
Arlington,Daily Water Demand,Dec,3.355698387096774,2017
Arlington,Daily Water Demand,Dec,3.2874471258064517,2018
Arlington,Daily Water Demand,Dec,3.3129244516129033,2019
Arlington,Daily Water Demand,Feb,3.730761285714286,2015
Arlington,Daily Water Demand,Feb,3.6297107931034485,2016
Arlington,Daily Water Demand,Feb,3.175362360714286,2017
Arlington,Daily Water Demand,Feb,3.3732386785714286,2018
Arlington,Daily Water Demand,Feb,3.295672892857143,2019
Arlington,Daily Water Demand,Feb,3.2024022068965516,2020
Arlington,Daily Water Demand,Jan,3.607098225806452,2015
Arlington,Daily Water Demand,Jan,3.66417145483871,2016
Arlington,Daily Water Demand,Jan,3.273475838741936,2017
Arlington,Daily Water Demand,Jan,3.4832314516129035,2018
Arlington,Daily Water Demand,Jan,3.160319548387097,2019
Arlington,Daily Water Demand,Jan,3.2693014516129035,2020
Arlington,Daily Water Demand,Jul,4.373768225806452,2015
Arlington,Daily Water Demand,Jul,5.042798361290322,2016
Arlington,Daily Water Demand,Jul,4.040195387096774,2017
Arlington,Daily Water Demand,Jul,4.582983187096774,2018
Arlington,Daily Water Demand,Jul,4.189464131935484,2019
Arlington,Daily Water Demand,Jun,4.126441166666667,2015
Arlington,Daily Water Demand,Jun,4.687785926666667,2016
Arlington,Daily Water Demand,Jun,3.96686317,2017
Arlington,Daily Water Demand,Jun,4.3221217633333335,2018
Arlington,Daily Water Demand,Jun,3.7553087029333336,2019
Arlington,Daily Water Demand,Mar,3.787046677419355,2015
Arlington,Daily Water Demand,Mar,3.5643875483870966,2016
Arlington,Daily Water Demand,Mar,3.244358680645161,2017
Arlington,Daily Water Demand,Mar,3.423147290322581,2018
Arlington,Daily Water Demand,Mar,3.3082767097096775,2019
Arlington,Daily Water Demand,Mar,3.136192129032258,2020
Arlington,Daily Water Demand,May,4.386018748387097,2015
Arlington,Daily Water Demand,May,3.9556836741935486,2016
Arlington,Daily Water Demand,May,3.5728257096774194,2017
Arlington,Daily Water Demand,May,3.7146305806451614,2018
Arlington,Daily Water Demand,May,3.4106221935806453,2019
Arlington,Daily Water Demand,May,3.615186866666667,2020
Arlington,Daily Water Demand,Nov,3.4327007333333337,2015
Arlington,Daily Water Demand,Nov,3.291495933366667,2016
Arlington,Daily Water Demand,Nov,3.2543363666333334,2017
Arlington,Daily Water Demand,Nov,3.2125862,2018
Arlington,Daily Water Demand,Nov,3.4892552000333334,2019
Arlington,Daily Water Demand,Oct,3.7668316806451614,2015
